n,type,load,elast
4292,"S",109.0534,.5409119
4293,"S",97.76299,1.012439
4294,"S",107.1576,.5302646
4295,"S",102.3445,.7659707
4296,"S",107.2597,.3179015
4297,"S",105.9705,.5155908
4298,"S",92.58206,.2701025
4299,"S",104.992,.6368166
4300,"S",107.0927,.976812
4301,"S",110.3312,.6294368
4302,"S",107.6081,.6867812
4303,"S",101.5499,.2689364
4304,"S",92.61846,.5608683
4305,"S",107.3959,.4236039
4306,"S",85.55073,.1469879
4307,"S",104.6193,.7384746
4308,"S",110.3575,.4491444
4309,"S",105.4179,.6169972
4310,"S",100.1521,.6437877
4311,"S",105.8812,.8311397
4312,"S",92.01279,.2507513
4313,"S",109.2455,.6037921
4314,"S",107.5762,.4477685
4315,"S",96.68777,.6331607
4316,"S",100.8565,.4710169
4317,"S",85.14567,.4904276
4318,"S",90.65337,.696982
4319,"S",110.5019,.6748171
4320,"S",94.92315,.3822709
4321,"S",91.94202,.4298303
4322,"S",101.9079,.4659723
4323,"S",105.7233,.7492402
4324,"S",108.8444,.6851773
4325,"S",92.63023,.2448527
4326,"S",99.5427,.4320844
4327,"S",111.5045,.6400943
4328,"S",93.3379,.6122743
4329,"S",97.84516,.5471663
4330,"S",100.2094,.2470129
4331,"S",100.2592,.6805125
4332,"S",93.19842,.6007526
4333,"S",97.92083,.4850617
4334,"S",107.0489,.9735262
4335,"S",103.2983,.6176817
4336,"S",95.78581,.0016637
4337,"S",92.52429,.4475766
4338,"S",97.303,.5586382
4339,"S",90.27635,.6034125
4340,"S",102.0532,.5490741
4341,"S",107.8106,1.079364
4342,"S",93.80853,.6157638
4343,"S",93.11948,.8028893
4344,"S",99.44831,.3509684
4345,"S",114.2265,.7340044
4346,"S",104.5655,.3264067
4347,"S",116.2999,.546415
4348,"S",104.4131,.3365798
4349,"S",112.4215,.6694169
4350,"S",110.8156,.9873028
4351,"S",103.9746,.677987
4352,"S",99.69857,.8970231
4353,"S",107.395,.5981364
4354,"S",95.75232,.3538642
4355,"S",106.8417,.7370287
4356,"S",94.89276,.4227521
4357,"S",100.9195,.3387236
4358,"S",89.87199,.7182696
4359,"S",110.8662,.9199989
4360,"S",102.3353,.6571081
4361,"S",102.507,.536296
4362,"S",113.9449,.3835139
4363,"S",102.5273,.4006374
4364,"S",106.0326,.6747536
4365,"S",110.4814,.2282567
4366,"S",91.34458,.4771813
4367,"S",98.62491,.9410917
4368,"S",91.05195,.6291896
4369,"S",84.73291,.4360105
4370,"S",105.5096,.5815066
4371,"S",107.7336,.576468
4372,"S",100.0645,.3368968
4373,"S",95.74663,.4587902
4374,"S",100.532,.2759761
4375,"S",96.67106,.4865043
4376,"S",100.3134,.5929121
4377,"S",101.7894,.2545491
4378,"S",94.53974,.2755355
4379,"S",99.91316,.8762251
4380,"S",107.6042,.5544053
4381,"S",102.5124,.7426485
4382,"S",104.668,.5522305
4383,"S",112.5692,.6120978
4384,"S",91.37518,.2950579
4385,"S",96.41756,.5142453
4386,"S",87.00385,.3253123
4387,"S",101.9099,.8135232
4388,"S",107.1275,.5038945
4389,"S",98.51503,.1754314
4390,"S",97.92892,.7075654
4391,"S",99.4757,.6755731
4392,"S",89.35146,.0000271
4393,"S",95.13427,.4939324
4394,"S",97.10491,.4784082
4395,"S",99.08889,.1864034
4396,"S",88.44478,.3613785
4397,"S",104.7647,.3798698
4398,"S",98.04491,.2255205
4399,"S",87.72335,.6669976
4400,"S",120.047,.6874458
4401,"S",100.8634,.0550915
4402,"S",95.90952,.5886786
4403,"S",102.3,.4105387
4404,"S",95.76389,.3598538
4405,"S",103.9685,.6385906
4406,"S",103.7113,.7187304
4407,"S",98.96732,.3339691
4408,"S",101.7012,.8425489
4409,"S",94.60249,.376436
4410,"S",96.13262,.5149861
4411,"S",101.1458,.6876885
4412,"S",104.3701,.6689053
4413,"S",100.9902,.4556314
4414,"S",100.5068,.7528315
4415,"S",110.4522,.5253633
4416,"S",93.68124,.3184429
4417,"S",96.84276,.7389637
4418,"S",95.89851,.5330428
4419,"S",94.97481,.7941585
4420,"S",101.6393,.0599448
4421,"S",100.1602,.1039552
4422,"S",97.8623,.3362827
4423,"S",88.15487,.6328887
4424,"S",102.326,.2032586
4425,"S",107.3572,.6888909
4426,"S",110.7923,.4617997
4427,"S",97.8112,.6290669
4428,"S",99.78703,.7794746
4429,"S",93.10194,.5270491
4430,"S",98.25903,.3978659
4431,"S",108.9717,.4606148
4432,"S",100.7494,.6715434
4433,"S",85.03542,.2655392
4434,"S",99.94435,.5525928
4435,"S",95.31799,.6868354
4436,"S",107.5331,.4302647
4437,"S",95.75093,.181749
4438,"S",101.0125,.6032346
4439,"S",86.33913,.5005518
4440,"S",100.1021,.7154399
4441,"S",116.8454,.6287163
4442,"S",100.1129,.2923327
4443,"S",109.8843,.6491214
4444,"S",101.4477,.4138684
4445,"S",115.9939,.7596367
4446,"S",92.17786,.4729529
4447,"S",93.78327,.6453966
4448,"S",95.18543,.2901427
4449,"S",99.90899,.4330747
4450,"S",100.0577,.7067847
4451,"S",101.1105,.3433288
4452,"S",101.6114,.702562
4453,"S",107.5316,.323147
4454,"S",105.4418,.7302076
4455,"S",102.631,.5569581
4456,"S",102.1091,.1063257
4457,"S",88.65275,.3234449
4458,"S",102.9353,.2593831
4459,"S",97.25703,.5362343
4460,"S",95.50536,.0608679
4461,"S",98.77556,.6635736
4462,"S",102.4624,.4676693
4463,"S",104.2633,.5471253
4464,"S",102.0727,.2958594
4465,"S",98.67513,.3726114
4466,"S",95.68494,.6046513
4467,"S",97.13903,.254381
4468,"S",106.5603,.5486308
4469,"S",99.70227,.250827
4470,"S",100.1978,.4954827
4471,"S",93.5622,.4310454
4472,"S",100.8905,.2256267
4473,"S",104.7681,.6156684
4474,"S",98.10244,.6045478
4475,"S",102.9883,.4561251
4476,"S",95.06142,.2949833
4477,"S",91.1964,.4770855
4478,"S",105.5596,.8491467
4479,"S",107.1338,.3508232
4480,"S",88.25981,.166969
4481,"S",103.764,.460765
4482,"S",95.58316,.8072854
4483,"S",102.5407,.7634161
4484,"S",108.7315,.8112072
4485,"S",94.06943,.3728847
4486,"S",102.1103,.9074179
4487,"S",110.9087,.5808098
4488,"S",93.7427,.4151987
4489,"S",99.31016,.4714425
4490,"S",98.50563,.076854
4491,"S",94.79921,.7172817
4492,"S",101.109,.3883905
4493,"S",90.12241,.6388422
4494,"S",100.2318,.1873724
4495,"S",101.0315,.4260308
4496,"S",104.0684,.4996778
4497,"S",107.1339,.6292045
4498,"S",102.1789,.9602098
4499,"S",111.3778,.3065847
4500,"S",82.78609,.2380362
4501,"S",97.74389,.4810013
4502,"S",108.9914,.595384
4503,"S",93.08787,.5512223
4504,"S",109.0996,.4996352
4505,"S",102.3675,.1153681
4506,"S",106.9473,.6264342
4507,"S",94.71368,.6312091
4508,"S",103.5127,.1849462
4509,"S",97.59508,.9451429
4510,"S",104.2443,.6227441
4511,"S",84.75522,.5117956
4512,"S",100.3764,.5303871
4513,"S",108.587,.4535333
4514,"S",103.6017,.3390433
4515,"S",107.3592,.649771
4516,"S",108.9328,.6074699
4517,"S",92.97263,.1427972
4518,"S",104.1816,.5254901
4519,"S",105.668,.0342092
4520,"S",99.95557,.4962863
4521,"S",101.442,.1950905
4522,"S",94.49097,.3144605
4523,"S",106.5334,.3006594
4524,"S",98.35246,.6051479
4525,"S",90.12752,.5256103
4526,"S",110.4314,.566959
4527,"S",97.59089,.7629737
4528,"S",92.43808,.2350381
4529,"S",98.78967,.6463322
4530,"S",99.30794,.6087921
4531,"S",89.38808,.5528506
4532,"S",100.5341,1.076846
4533,"S",89.82529,.522643
4534,"S",99.08678,.6739698
4535,"S",90.8344,.5556715
4536,"S",108.8718,.3652387
4537,"S",95.41296,.4757515
4538,"S",98.0752,.4788165
4539,"S",108.9282,.7861646
4540,"S",99.09491,.3567766
4541,"S",94.84486,.6512305
4542,"S",90.9242,.410405
4543,"S",95.94504,.5824016
4544,"S",108.1759,.2203351
4545,"S",96.49834,.6148167
4546,"S",104.4908,.6498894
4547,"S",87.32263,.5192752
4548,"S",103.4502,1.110101
4549,"S",102.6137,.6249279
4550,"S",91.00482,.4439342
4551,"S",107.8255,.3677432
4552,"S",103.9265,.5540715
4553,"S",111.1151,.5215893
4554,"S",101.5323,.5462068
4555,"S",100.7509,.1960816
4556,"S",110.6825,.3323781
4557,"S",101.6622,.7602873
4558,"S",87.06213,.1878662
4559,"S",100.1434,.7139562
4560,"S",106.3316,.3004708
4561,"S",99.39478,.6107135
4562,"S",95.67921,1.017853
4563,"S",88.99472,.55453
4564,"S",99.48526,.4800617
4565,"S",96.53683,.3983629
4566,"S",109.7556,.2213613
4567,"S",103.5499,.1697885
4568,"S",82.20842,.4696853
4569,"S",88.38486,.5752289
4570,"S",107.4961,.9550325
4571,"S",91.25179,.3186617
4572,"S",100.4158,.4153439
4573,"S",90.28351,.3473248
4574,"S",89.9262,.4527496
4575,"S",89.09325,.4038109
4576,"S",91.34435,.6405072
4577,"S",106.5377,.6698478
4578,"S",102.1447,.557631
4579,"S",96.3905,.7922487
4580,"S",103.4181,.5076817
4581,"S",109.9102,.8165224
4582,"S",94.65382,.7668563
4583,"S",103.6794,.8592227
4584,"S",101.0202,.2820038
4585,"S",109.4423,.9801902
4586,"S",95.23459,.5482336
4587,"S",74.56462,.460836
4588,"S",101.3911,.4018616
4589,"S",112.8058,1.385478
4590,"S",95.32878,.3333153
4591,"S",88.10058,.3203328
4592,"S",102.4,.3775482
4593,"S",94.66926,.2761546
4594,"S",88.62049,.5913003
4595,"S",86.35718,.2732145
4596,"S",101.1891,1.079515
4597,"S",89.92288,.2707894
4598,"S",101.6973,.1504239
4599,"S",100.5685,.5228072
4600,"S",99.36018,.078389
4601,"S",105.9805,.3525653
4602,"S",99.75601,.0214642
4603,"S",92.60004,.9043484
4604,"S",101.8706,.356049
4605,"S",99.19511,.5272142
4606,"S",103.6598,.7186291
4607,"S",92.286,.4598563
4608,"S",101.3374,.6788507
4609,"S",106.4092,.8173894
4610,"S",101.447,.1776737
4611,"S",92.08127,.2532522
4612,"S",94.22708,.6740323
4613,"S",89.54655,.4288267
4614,"S",105.9423,.7310332
4615,"S",101.1141,.8989129
4616,"S",102.1839,.6252607
4617,"S",104.4336,.5122645
4618,"S",97.50845,.6790401
4619,"S",88.32603,.3555716
4620,"S",98.25879,.183219
4621,"S",90.75993,.2425754
4622,"S",92.44691,.6108691
4623,"S",104.364,.4887379
4624,"S",96.05117,.4048907
4625,"S",101.7043,.2482326
4626,"S",104.2359,.5001076
4627,"S",92.76016,.5062853
4628,"S",100.2318,.5118271
4629,"S",94.38883,.2974474
4630,"S",101.1232,.3517549
4631,"S",99.94077,.5907685
4632,"S",107.8675,.5503925
4633,"S",102.1232,.6692752
4634,"S",100.2998,.4283744
4635,"S",102.1186,.393611
4636,"S",101.4035,.5364028
4637,"S",94.71498,.2634305
4638,"S",90.83825,.1642648
4639,"S",99.965,.6250704
4640,"S",91.46029,.0015192
4641,"S",102.977,.4358208
4642,"S",102.6338,.7798588
4643,"S",99.78273,.3377485
4644,"S",104.7586,.6747565
4645,"S",104.2776,.2297417
4646,"S",99.58663,.5240519
4647,"S",103.1962,.2345098
4648,"S",103.2088,.8424159
4649,"S",111.5221,.7379282
4650,"S",103.8238,.5730488
4651,"S",90.32125,.4067102
4652,"S",94.7122,.531934
4653,"S",113.6671,.7616877
4654,"S",95.79054,.785596
4655,"S",96.72343,.415537
4656,"S",93.04674,.2344219
4657,"S",96.54647,.5841139
4658,"S",99.52352,.0875899
4659,"S",98.43466,.7229077
4660,"S",113.95,.3056055
4661,"S",88.0739,.2781194
4662,"S",103.375,.4612653
4663,"S",93.80263,.0546209
4664,"S",102.6132,.4702981
4665,"S",110.0074,.4467011
4666,"S",91.49156,.5769125
4667,"S",112.7027,.7803056
4668,"S",98.84646,.5555657
4669,"S",98.27,.4637277
4670,"S",98.57794,.5205924
4671,"S",100.3203,.7615822
4672,"S",100.5456,.5682251
4673,"S",104.6089,.5775561
4674,"S",107.127,.5729789
4675,"S",89.31135,.5136953
4676,"S",95.28385,.8256385
4677,"S",101.9036,.425074
4678,"S",94.59454,.3895527
4679,"S",97.07323,.348073
4680,"S",94.97613,.9268427
4681,"S",101.2617,.478031
4682,"S",98.73875,.3578437
4683,"S",88.24273,.1255983
4684,"S",94.63432,.4038838
4685,"S",86.71994,.3679284
4686,"S",100.951,.4696759
4687,"S",102.063,.830214
4688,"S",92.68289,.0995761
4689,"S",101.6697,.6249961
4690,"S",94.21608,.5448123
4691,"S",119.438,.415208
4692,"S",97.98383,.0613999
4693,"S",102.8162,.3406068
4694,"S",104.5379,.6353388
4695,"S",89.443,.6784147
4696,"S",110.3549,.8051491
4697,"S",95.91022,.2562344
4698,"S",111.5377,.8075511
4699,"S",108.8181,.6905339
4700,"S",108.48,.7225156
4701,"S",101.9148,.9448873
4702,"S",93.63606,.0764115
4703,"S",97.39085,.5784069
4704,"S",95.397,.035049
4705,"S",106.8649,.2808988
4706,"S",107.0847,.5328562
4707,"S",88.64072,.5149123
4708,"S",98.13533,.3211265
4709,"S",94.84932,.2834418
4710,"S",103.7318,.5290958
4711,"S",93.32126,.4572328
4712,"S",89.81473,.7830086
4713,"S",110.8047,.9071018
4714,"S",104.1751,.3053938
4715,"S",103.6424,.3484382
4716,"S",105.0765,.612148
4717,"S",96.64764,.3345362
4718,"S",106.635,.4473723
4719,"S",106.0074,.4500352
4720,"S",86.42414,.495581
4721,"S",99.15342,.2645457
4722,"S",103.2384,.4334291
4723,"S",92.84811,.199889
4724,"S",108.654,.7518106
4725,"S",110.0651,.59603
4726,"S",92.81851,.7321576
4727,"S",95.90672,.5874104
4728,"S",98.07262,.5922768
4729,"S",99.83616,.6972348
4730,"S",93.61554,.5901034
4731,"S",100.3437,.4471119
4732,"S",99.71477,.6067175
4733,"S",99.33277,.4317138
4734,"S",105.4309,.3349817
4735,"S",98.46202,.8513049
4736,"S",97.81723,.5420713
4737,"S",99.6086,.8385045
4738,"S",102.9512,.9570343
4739,"S",120.2983,.9747258
4740,"S",107.4342,.9078627
4741,"S",97.37152,.6161464
4742,"S",92.22146,.1392137
4743,"S",106.1995,.6934423
4744,"S",99.87942,.4055537
4745,"S",100.027,.8201749
4746,"S",95.07225,.2886531
4747,"S",94.38854,.8222911
4748,"S",113.4348,.6298098
4749,"S",100.3023,.3950775
4750,"S",103.5735,.3281937
4751,"S",110.4746,.6306388
4752,"S",96.26873,.2866623
4753,"S",95.48412,1.008806
4754,"S",93.53951,.2481153
4755,"S",92.55766,.3473097
4756,"S",101.3862,.5446365
4757,"S",102.4033,.3444301
4758,"S",103.2339,.6464931
4759,"S",93.13904,.2631214
4760,"S",109.2831,.8907809
4761,"S",106.5878,.7231081
4762,"S",106.0655,.5417755
4763,"S",93.48984,.6972763
4764,"S",99.47996,.8414596
4765,"S",102.194,.2331382
4766,"S",104.027,.452138
4767,"S",106.194,.2324399
4768,"S",97.58681,.5392696
4769,"S",97.77806,.5769382
4770,"S",93.39913,.4493548
4771,"S",104.1197,.5307314
4772,"S",111.5821,.5535892
4773,"S",93.86492,.3310395
4774,"S",84.90672,.5900416
4775,"S",101.1934,.4040488
4776,"S",95.54865,.550716
4777,"S",95.03068,.4376392
4778,"S",87.6285,.3404512
4779,"S",113.3278,.7000133
4780,"S",95.16479,.5721812
4781,"S",97.55895,.2470702
4782,"S",104.5331,.9267619
4783,"S",102.8017,.6868078
4784,"S",108.0384,.3913249
4785,"S",81.12085,.2957304
4786,"S",108.456,.1562387
4787,"S",104.447,1.27156
4788,"S",92.34814,.4229353
4789,"S",110.6523,.5057688
4790,"S",96.30943,.2381238
4791,"S",100.5951,.566256
4792,"S",112.2566,.3588115
4793,"S",96.94566,.5675827
4794,"S",99.88518,.6687825
4795,"S",99.05416,.5992265
4796,"S",88.16956,.1252278
4797,"S",90.35353,.3002235
4798,"S",100.9159,.6549387
4799,"S",109.1419,.8100556
4800,"S",100.6401,.4813655
4801,"S",85.79076,.4053714
4802,"S",95.48449,.7667143
4803,"S",105.2506,.8322147
4804,"S",88.5705,.2658787
4805,"S",90.4354,.4307319
4806,"S",109.9767,.4987374
4807,"S",98.75649,.7072522
4808,"S",98.65651,.1727645
4809,"S",93.25977,.3482183
4810,"S",96.91322,.6498052
4811,"S",111.5583,.5620749
4812,"S",96.86275,.782427
4813,"S",102.9719,.3282343
4814,"S",96.38492,.5866767
4815,"S",100.6289,.5942981
4816,"S",110.7674,.32879
4817,"S",102.8326,.5148774
4818,"S",93.91872,.3151211
4819,"S",99.92971,.6290903
4820,"S",108.7052,.6403464
4821,"S",109.8762,.5156693
4822,"S",107.4721,.7969518
4823,"S",106.8931,.5452666
4824,"S",87.90115,.2171531
4825,"S",97.79276,.4188649
4826,"S",95.54552,.0422403
4827,"S",107.5043,.6080692
4828,"S",102.0997,.8500232
4829,"S",110.8556,.6636673
4830,"S",97.24102,.2067901
4831,"S",103.8899,.3097721
4832,"S",98.29574,.6839508
4833,"S",80.05775,.5596992
4834,"S",92.92745,.6844385
4835,"S",92.33936,.3519863
4836,"S",110.879,.6987828
4837,"S",101.7651,.5019088
4838,"S",94.69923,.5914309
4839,"S",93.64973,.6840122
4840,"S",104.6031,.5000722
4841,"S",105.9023,.289929
4842,"S",98.79765,.2574697
4843,"S",112.7063,.1709905
4844,"S",100.7657,.4764468
4845,"S",98.21941,.467706
4846,"S",88.80229,.7886749
4847,"S",111.5858,.6925997
4848,"S",101.7162,.6110707
4849,"S",119.0131,.5606021
4850,"S",104.6105,.4604954
4851,"S",119.1692,.8800507
4852,"S",91.5049,.5639867
4853,"S",106.5499,.6384449
4854,"S",89.17487,.3637575
4855,"S",93.58233,.8878382
4856,"S",87.07877,.1240955
4857,"S",91.01346,.8381987
4858,"S",97.51535,.6701984
4859,"S",92.24017,.6915058
4860,"S",91.8514,.2568575
4861,"S",100.1548,.2580109
4862,"S",100.7056,.6511313
4863,"S",89.81784,.0496854
4864,"S",94.55849,.531429
4865,"S",118.2234,.85768
4866,"S",99.28909,.5873505
4867,"S",103.8026,.4230887
4868,"S",103.0309,.4539586
4869,"S",99.72778,.1217611
4870,"S",88.31592,.3050759
4871,"S",97.64338,.6336731
4872,"S",90.70327,.4046685
4873,"S",107.1113,.7307512
4874,"S",108.9776,.7666882
4875,"S",99.69917,.4769022
4876,"S",87.25143,.4068322
4877,"S",104.0903,.583861
4878,"S",88.59132,.5182695
4879,"S",93.12238,.7488698
4880,"S",90.93081,.4841351
4881,"S",95.82282,.6229861
4882,"S",100.582,.624584
4883,"S",105.2889,.3534446
4884,"S",110.5339,.4435667
4885,"S",91.93297,.1524646
4886,"S",116.6288,1.057344
4887,"S",108.2714,.4404841
4888,"S",105.2577,.6435758
4889,"S",87.71543,.6170693
4890,"S",108.5944,.7818342
4891,"S",105.9466,.2863762
4892,"S",92.56794,.4053465
4893,"S",95.49829,.3051855
4894,"S",91.9122,.5948417
4895,"S",107.0898,.7174026
4896,"S",93.36047,.1211736
4897,"S",98.56233,.5918334
4898,"S",88.96922,.4487599
4899,"S",84.3027,.2778274
4900,"S",102.9129,.6066062
4901,"S",100.9745,.3952018
4902,"S",105.7786,.6415147
4903,"S",96.93534,.554893
4904,"S",101.7774,.6013526
4905,"S",87.74969,.3283076
4906,"S",92.0861,.359074
4907,"S",98.16399,.5104244
4908,"S",98.77989,.3202965
4909,"S",90.99993,.6350967
4910,"S",107.6398,.3907344
4911,"S",95.12863,.668556
4912,"S",115.0694,.6095707
4913,"S",88.39805,.1911158
4914,"S",100.9681,.8853197
4915,"S",99.79717,.3741484
4916,"S",92.43768,.4076275
4917,"S",101.9428,.6827999
4918,"S",104.667,.2935053
4919,"S",96.63382,.6987358
4920,"S",86.87775,.4492768
4921,"S",86.03493,.4881561
4922,"S",107.566,.5730278
4923,"S",107.728,.6502503
4924,"S",112.459,.8161359
4925,"S",101.4878,.2929421
4926,"S",93.92856,.4248948
4927,"S",97.54544,.4618768
4928,"S",103.183,.7838296
4929,"S",97.29295,.6835685
4930,"S",99.98996,.3350504
4931,"S",104.9902,.2797739
4932,"S",104.8085,.416694
4933,"S",94.38611,.9885409
4934,"S",100.2031,.7169628
4935,"S",96.88103,.0297385
4936,"S",88.17085,.1544506
4937,"S",103.2489,.6030573
4938,"S",99.59113,.5354087
4939,"S",101.7417,.4296543
4940,"S",107.3704,.5208268
4941,"S",97.62338,.2915019
4942,"S",84.6901,.174775
4943,"S",100.487,.7418042
4944,"S",103.9634,.5531211
4945,"S",102.3756,.2081289
4946,"S",108.3351,.2848231
4947,"S",102.3252,.258454
4948,"S",107.101,.1355843
4949,"S",96.84562,.4947628
4950,"S",105.9323,.4655613
4951,"S",104.0002,.8460267
4952,"S",96.54792,.3449797
4953,"S",93.76342,.2511472
4954,"S",94.37876,.4501195
4955,"S",100.5674,.3665916
4956,"S",86.84003,.286475
4957,"S",87.58356,.0404926
4958,"S",102.4254,.767426
4959,"S",80.71978,.4041999
4960,"S",100.0818,.4760462
4961,"S",99.88964,.5591198
4962,"S",96.82225,.8130634
4963,"S",103.6984,.3360023
4964,"S",99.77715,.1916009
4965,"S",99.29074,.535682
4966,"S",99.58202,.2957784
4967,"S",98.73036,.365247
4968,"S",103.8309,.3148994
4969,"S",97.1386,.6606036
4970,"S",106.8143,.8507289
4971,"S",106.8748,.7056379
4972,"S",111.7677,.5354004
4973,"S",87.63569,.4888774
4974,"S",99.83985,.6636457
4975,"S",96.99527,.8598849
4976,"S",96.8306,.2712622
4977,"S",90.73724,.4123255
4978,"S",102.4355,.7760649
4979,"S",95.5302,.4612889
4980,"S",101.5039,.6056473
4981,"S",101.066,.4993745
4982,"S",86.58887,.3786425
4983,"S",95.86292,.9153888
4984,"S",95.27141,.6411609
4985,"S",113.5257,.7020597
4986,"S",92.66407,.3495178
4987,"S",91.30262,.5236056
4988,"S",105.6518,.220613
4989,"S",106.0181,.5312038
4990,"S",99.89133,.5463235
4991,"S",89.38708,.3612105
4992,"S",109.1321,.5303107
4993,"S",94.47974,.5355951
4994,"S",103.2101,.1477385
4995,"S",100.4923,.3011749
4996,"S",89.94229,.4439443
4997,"S",102.2451,.4188842
4998,"S",98.65615,.745302
4999,"S",104.7798,.7261651
5000,"S",97.67014,.7073874
5001,"S",95.94263,.5949769
5002,"S",100.5108,.3657007
5003,"S",99.37283,.3847114
5004,"S",96.35698,.2180293
5005,"S",101.4769,.8583209
5006,"S",95.3179,.4431635
5007,"S",86.60151,.4522323
5008,"S",108.0026,.3467735
5009,"S",101.6026,.4106558
5010,"S",104.1121,.4941289
5011,"S",107.3592,.5098655
5012,"S",94.95774,.0490054
5013,"S",92.8146,.2778116
5014,"S",97.71729,.6663706
5015,"S",104.0341,.490742
5016,"S",118.8285,.8288187
5017,"S",99.81444,.4675438
5018,"S",105.3721,.3122521
5019,"S",103.1578,.6655027
5020,"S",84.33447,.24469
5021,"S",89.47436,.5868918
5022,"S",95.64747,.4452223
5023,"S",104.7224,.5459328
5024,"S",93.83012,.3110279
5025,"S",106.2285,.4446049
5026,"S",94.99861,.0113101
5027,"S",101.2154,.2931266
5028,"S",96.98608,.3060499
5029,"S",102.3145,.4654891
5030,"S",91.6943,.0059715
5031,"S",109.8013,.8352093
5032,"S",110.9936,.4699202
5033,"S",109.3157,.511755
5034,"S",104.6354,.4970358
5035,"S",110.836,.7064624
5036,"S",101.7663,.1988572
5037,"S",92.60169,.2381337
5038,"S",98.20313,.7057899
5039,"S",107.8808,.6440842
5040,"S",96.96706,.6951179
5041,"S",92.66373,.4838025
5042,"S",95.99829,.413877
5043,"S",92.06235,.4624268
5044,"S",107.3378,.8255104
5045,"S",91.74741,.4663757
5046,"S",106.6479,.4396095
5047,"S",93.09004,.5700814
5048,"S",106.094,.4662482
5049,"S",104.3536,.7456433
5050,"S",95.043,.4832696
5051,"S",83.15854,.1097162
5052,"S",84.785,.3475938
5053,"S",105.9432,.4889398
5054,"S",99.33299,.3427749
5055,"S",104.4175,.6435522
5056,"S",109.5903,.3631699
5057,"S",96.65117,.5494812
5058,"S",102.3754,.2820158
5059,"S",88.80084,.4585779
5060,"S",96.8095,.1470623
5061,"S",112.2193,.4387418
5062,"S",108.7083,.2718561
5063,"S",98.43369,.2308308
5064,"S",100.243,.1311333
5065,"S",99.07482,.7240295
5066,"S",106.39,.769315
5067,"S",107.3303,.9244933
5068,"S",85.46483,.3338475
5069,"S",95.55527,.5517577
5070,"S",98.25502,.3093816
5071,"S",94.71589,.2691903
5072,"S",99.93803,.8429925
5073,"S",95.83709,.4646592
5074,"S",108.3034,.4645512
5075,"S",97.0921,.1918901
5076,"S",113.0115,.3193337
5077,"S",90.73019,.3702155
5078,"S",104.9606,.4608558
5079,"S",99.87927,.0688735
5080,"S",95.18818,.2862231
5081,"S",105.1086,.4268345
5082,"S",92.56777,.5141922
5083,"S",98.26827,.196782
5084,"S",94.78833,.427365
5085,"S",100.0912,.985023
5086,"S",119.847,.5003455
5087,"S",90.26569,.2538277
5088,"S",99.33824,.3708456
5089,"S",104.4093,.5137906
5090,"S",94.33027,.5546097
5091,"S",105.4822,.6798263
5092,"S",92.40636,.303144
5093,"S",105.8123,.8924323
5094,"S",96.05102,.59497
5095,"S",108.5096,.3456119
5096,"S",105.4668,.0910552
5097,"S",101.958,.5309054
5098,"S",100.0437,.532754
5099,"S",99.06072,.5768102
5100,"S",107.8525,.181666
5101,"S",94.16195,.4334204
5102,"S",86.97207,.3581347
5103,"S",108.8688,.7042395
5104,"S",106.9063,.5159199
5105,"S",98.534,.4398255
5106,"S",103.3619,.4986907
5107,"S",107.2488,.6533989
5108,"S",104.8524,.7382457
5109,"S",102.7967,.6851662
5110,"S",94.44374,.210416
5111,"S",110.6655,.8093095
5112,"S",108.4776,.6508467
5113,"S",101.3347,.7709787
5114,"S",79.82918,.6100721
5115,"S",97.66148,.4971807
5116,"S",110.7294,.7239441
5117,"S",96.6202,.5068265
5118,"S",104.41,.5807414
5119,"S",109.7204,1.102252
5120,"S",93.9381,.4172357
5121,"S",104.4336,.4163264
5122,"S",94.51269,.338067
5123,"S",95.61582,.3996681
5124,"S",94.61525,.5075702
5125,"S",105.4326,.767657
5126,"S",93.87649,.1098485
5127,"S",96.06669,.6358721
5128,"S",94.995,.3163823
5129,"S",110.7934,.6923517
5130,"S",97.1562,.8282943
5131,"S",93.2563,.2294737
5132,"S",100.0714,.3334929
5133,"S",96.16723,.798508
5134,"S",89.25524,.5922973
5135,"S",103.85,.8312723
5136,"S",96.7896,.7500871
5137,"S",95.18117,.3708599
5138,"S",92.07557,.2686048
5139,"S",104.69,.6578314
5140,"S",85.51297,.4238953
5141,"S",98.33453,.6727677
5142,"S",99.68731,.2066349
5143,"S",92.94017,.6382626
5144,"S",105.3704,.3536148
5145,"S",99.1818,.7936347
5146,"S",99.28624,.2099843
5147,"S",86.21358,.5187586
5148,"S",96.26304,.5213774
5149,"S",103.5352,.50824
5150,"S",95.55648,.921347
5151,"S",87.72961,.1197409
5152,"S",101.5981,.3729929
5153,"S",108.1598,.827328
5154,"S",102.5925,.3578156
5155,"S",105.0597,.6583962
5156,"S",99.12486,.589351
5157,"S",104.8564,.2781287
5158,"S",86.94302,.1004546
5159,"S",104.6479,.2928829
5160,"S",105.8026,.3354326
5161,"S",109.1128,.5404764
5162,"S",99.52689,.6203329
5163,"S",100.6112,.255393
5164,"S",109.3659,.7674044
5165,"S",102.8112,.3682831
5166,"S",98.84728,.3911699
5167,"S",90.59946,.2508095
5168,"S",116.875,.643275
5169,"S",98.20062,.9710456
5170,"S",94.94499,.6113136
5171,"S",102.5781,.3346392
5172,"S",96.5041,.6130645
5173,"S",93.3463,.289039
5174,"S",93.44936,.5020769
